PLOT_ID,EMBHOR,EMBCIT,ANTTRI,ANTSPI,TMIT1,TMIT2,Pluviorange,grass,HIGHSHURB1,HIGHSHURB2,lowshurb,tree,ROCK1,ROCK2,ASPECT1,ASPECT2,rough,ELEV1,ELEV2,latitude,elevation,longitude,Tmit,aspect,highshurb,rocks,Trange,Annrainf,radiation,RAINGFALL1,RAINGFALL2,LOWSHURB1,LOWSHURB2,TREE1,TREE2
11,0,0,0,0,-0.010670995,-0.010360537,-0.480040391,-0.89547378,-0.007942007,0.004733897,1.951637601,-0.480702798,-0.017376738,0.013774117,-0.024895829,0.010038289,0.200794992,0.008904316,-0.012696445,-0.395575763,0.385362487,1.566154889,-0.461821157,-1.07744591,-0.343715511,-0.752033436,-0.350375586,-1.012760643,0.334799285,-0.011091975,-0.01270486,0.045095197,0.034415206,-0.011107281,0.007516378
12,0,0,0,0,-0.012914245,-0.007726985,0.007723157,-0.535793341,-0.007942007,0.004733897,0.649061876,-0.480702798,0.008565304,-0.031486839,-0.028170859,0.019458123,0.462234452,0.013389697,-0.007830587,-0.397125143,0.57948158,1.564000181,-0.55890488,-1.219183209,-0.343715511,0.370690668,-0.350375586,-0.040779293,0.409685121,0.000178454,-0.01583882,0.014997443,-0.028395142,-0.011107281,0.007516378
13,0,0,1,0,-0.016279119,-0.003133379,0.046571581,-0.715633561,-0.007942007,0.004733897,1.463171704,-0.480702798,-0.008729391,-0.007742653,-0.02933092,0.023051262,-0.426659712,0.0176143,-0.001987572,-0.405478323,0.76231468,1.561597681,-0.704530465,-1.269388531,-0.343715511,-0.377792068,-0.444391028,-0.166907119,0.619365462,0.001076099,-0.015764035,0.033808539,0.000386609,-0.011107281,0.007516378
14,0,0,0,0,-0.005062872,-0.01544343,1.095479035,-1.25515422,-0.007942007,0.004733897,2.277281532,-0.480702798,-0.017376738,0.013774117,-0.028982648,0.021958442,-0.89725074,0.01844879,-0.000688825,-0.413494682,0.79842986,1.558850428,-0.21911185,-1.254315984,-0.343715511,-0.752033436,-0.632421913,-0.037028279,0.819061024,0.025312508,0.004346638,0.052619636,0.064084081,-0.011107281,0.007516378
15,0,0,0,1,-0.017400743,-0.001430636,-0.100189132,-0.535793341,-0.007942007,0.004733897,1.300349738,-0.480702798,-0.008729391,-0.007742653,-0.027336937,0.016958058,-0.871106794,0.015893166,-0.00451561,-0.39011925,0.687827121,1.5577623,-0.753072326,-1.183092591,-0.343715511,-0.377792068,-0.06832926,-0.209574896,0.050233109,-0.002315004,-0.015795431,0.03004632,-0.008162999,-0.011107281,0.007516378
16,0,0,0,1,-0.016279119,-0.003133379,0.223547736,0.723088197,-0.007942007,0.004733897,0.160595979,-0.480702798,-0.008729391,-0.007742653,-0.021702805,0.001883962,-1.576993336,0.013702631,-0.007439689,-0.380553511,0.593024773,1.555650686,-0.704530465,-0.939257692,-0.343715511,-0.377792068,-0.256360144,0.09144393,0.594403516,0.005165369,-0.014817701,0.003710785,-0.028904646,-0.011107281,0.007516378
17,0,0,0,0,-0.017400743,-0.001430636,0.189015803,1.622289295,-0.007942007,0.004733897,-0.490691883,-0.480702798,-0.013053065,0.002212009,-0.012631759,-0.015735372,-1.367841768,0.016779811,-0.003238624,-0.392207545,0.7261995,1.553716836,-0.753072326,-0.546679409,-0.343715511,-0.564912752,-0.06832926,0.216165126,0.214981948,0.004367463,-0.015080348,-0.011338092,-0.010031182,-0.011107281,0.007516378
18,0,0,0,1,-0.020765617,0.004192217,0.150167379,-1.003377912,-0.007942007,0.004733897,1.951637601,-0.480702798,-0.014782534,0.006643959,-0.016774892,-0.008705759,-1.498561498,0.01975268,0.001435946,-0.391735995,0.854859829,1.550985743,-0.89869791,-0.725986645,-0.343715511,-0.639761025,0.025686183,0.297280791,-0.124500509,0.003469818,-0.015330623,0.045095197,0.034415206,-0.011107281,0.007516378
19,0,0,0,0,-0.023008866,0.008369638,0.314194059,-1.25515422,-0.007942007,0.004733897,0.974705807,-0.480702798,0.017212651,-0.033714254,-0.026221108,0.013721313,0.488378398,0.022047526,0.00545835,-0.388367777,0.954176575,1.5484378,-0.995781633,-1.13480158,-0.343715511,0.744932036,0.119701625,0.70379687,-0.259295013,0.007259874,-0.013948332,0.022521881,-0.021072328,-0.011107281,0.007516378
20,0,0,0,1,-0.030860239,0.025692385,-0.0656572,-0.89547378,-0.007942007,0.004733897,-0.97915778,-0.480702798,0.030183672,-0.024999531,0.041746616,0.050654894,0.383802614,0.036233848,0.038330643,-0.400021811,1.568134638,1.544677835,-1.335574664,1.806717135,-0.343715511,1.306294088,0.401747952,-0.318354285,-0.259295013,-0.001517097,-0.015849495,-0.02262475,0.018788519,-0.011107281,0.007516378
21,0,0,0,0,0.040923738,0.023758475,0.61634847,-1.25515422,-0.007942007,0.004733897,-0.002225987,3.648519537,-1.74E-02,0.013774117,0.012584636,-0.021610119,-0.348227874,-4.03E-02,0.02433775,1.227972608,-1.743175946,-0.645087519,1.771104471,0.54464,-0.343715511,-0.752033436,-1.76060722,1.244411678,1.063688088,0.014241556,-0.009168489,-5.14E-05,-0.026281223,8.43E-02,0.080536914
22,0,0,0,0,0.036437239,0.013586878,0.309877567,-1.25515422,-0.007942007,0.004733897,1.300349738,1.288963917,-0.017376738,0.013774117,0.011778125,-0.022403709,1.377272562,-0.036366742,0.015328157,1.220764622,-1.573886038,-0.643008226,1.576937025,0.50973568,-0.343715511,-0.752033436,-1.478560893,0.656909202,0.94886314,0.007160136,-0.013995639,0.03004632,-0.008162999,0.029783235,-0.049845491
25,0,0,0,0,0.01961287,-0.012334308,0.314194059,0.183567538,-0.007942007,0.004733897,-0.002225987,1.288963917,-1.74E-02,0.013774117,0.013357317,-0.020788983,1.220408886,-2.22E-02,-0.008554659,1.201363687,-0.959927975,-0.636597969,0.848809103,0.578080225,-0.343715511,-0.752033436,-1.384545451,0.519059459,1.353246654,0.007259874,-0.013948332,-5.14E-05,-0.026281223,2.98E-02,-0.049845491
28,0,0,0,0,0.009518248,-0.018623799,-0.160620015,-0.06820877,-0.007942007,0.004733897,0.095467193,0.935030574,-0.008729391,-0.007742653,-0.025206854,0.010886919,-0.11293236,-0.012427323,-0.016978656,1.244881062,-0.537831807,-0.637502946,0.41193235,-1.090906521,-0.343715511,-0.377792068,-0.91446824,-0.280375274,0.938878361,-0.00371134,-0.015609824,0.002205897,-0.028022873,0.021605132,-0.049011883
29,0,0,0,1,0.005031749,-0.019189094,-0.14767054,0.183567538,-0.007942007,0.004733897,0.323417945,-0.480702798,-8.20E-05,-0.022829638,-0.027555551,0.017606749,0.043931316,-7.26E-03,-0.018800938,1.275127658,-0.314369129,-0.640568019,0.217764904,-1.192553814,-0.343715511,-0.0035507,-1.008483682,-0.418225017,1.323292319,-0.003412125,-0.015659347,0.007473004,-0.03013144,-0.011107281,0.007516378
30,0,0,0,1,0.003910125,-0.019115991,-0.544787765,-0.89547378,0.019768514,-0.051258019,0.323417945,-0.480702798,0.008565304,-0.031486839,-0.032715818,0.034302525,-0.426659712,-0.003665183,-0.018991206,1.311706504,-0.158622415,-0.642695793,0.169223042,-1.415880745,0.855545089,0.370690668,-0.350375586,-0.166907119,-0.419051463,-0.01258805,-0.011721605,0.007473004,-0.03013144,-0.011107281,0.007516378
31,0,1,0,0,0.000545251,-0.01838206,0.555917587,0.183567538,-0.007942007,0.004733897,-0.002225987,-0.480702798,8.57E-03,-0.031486839,0.00841492,-0.025013887,-0.452803658,-1.47E-03,-0.018672751,-0.911249917,-0.063820067,-0.408608289,0.023597458,0.364182325,-0.343715511,0.370690668,0.683794278,0.290716518,0.364753619,0.012845219,-0.010356082,-5.14E-05,-0.026281223,-1.11E-02,0.007516378
32,0,0,0,0,0.001666875,-0.018712474,0.413473365,-0.715633561,0.047479034,-0.061115395,-0.97915778,0.404130559,0.008565304,-0.031486839,-0.002976329,-0.02547542,-0.165220252,-0.000953092,-0.018548489,-0.90727542,-0.041248079,-0.4064051,0.072139319,-0.128810088,2.054805689,0.370690668,0.777809721,-0.188475446,0.539487237,0.009553855,-0.012697181,-0.02262475,0.018788519,0.009337977,-0.037787628
33,0,0,0,0,0.001666875,-0.018712474,0.983250254,-0.89547378,-0.007942007,0.004733897,1.788815635,-0.185758346,-0.017376738,0.013774117,-0.000705964,-0.026415816,0.67138602,-0.000222914,-0.018343225,-0.882620065,-0.009647296,-0.404950672,0.072139319,-0.030552848,-0.343715511,-0.752033436,0.495763394,0.87446798,1.003779419,0.022719312,0.000528013,0.041332978,0.021675711,-0.004292195,-0.011278973
34,0,0,0,0,-0.000576374,-0.017965875,0.573183554,-0.89547378,0.089044814,0.010600803,-0.97915778,-0.480702798,-8.20E-05,-0.022829638,-0.004720007,-0.024404237,0.226938938,1.65E-03,-0.01764773,-0.871168124,0.071611859,-0.403259226,-0.024944404,-0.204273248,3.85369659,-0.0035507,0.495763394,-0.088135837,1.26338365,0.013244173,-0.010028587,-0.02262475,0.018788519,-0.011107281,0.007516378
35,0,0,0,0,-0.003941248,-0.016202697,0.197648786,-0.89547378,0.116755334,0.116079776,-0.97915778,-0.480702798,-0.017376738,0.013774117,0.016236179,-0.0172055,0.1485071,0.004366779,-0.016216866,-0.855876415,0.188986195,-0.401163772,-0.170569988,0.702672096,5.05295719,-0.752033436,0.777809721,-0.641879192,0.809076246,0.00456694,-0.015018231,-0.02262475,0.018788519,-0.011107281,0.007516378
36,0,0,0,0,-0.014035869,-0.006281554,0.340093009,1.154704724,-0.007942007,0.004733897,-0.002225987,-0.480702798,-1.48E-02,0.006643959,-0.005603389,-0.023745856,-0.191364198,1.67E-02,-0.003391653,-0.770054224,0.721685102,-0.403275386,-0.607446742,-0.24250443,-0.343715511,-0.639761025,0.589778836,-0.435104578,1.083657644,0.007858304,-0.01365208,-5.14E-05,-0.026281223,-1.11E-02,0.007516378
37,0,0,0,1,-0.017400743,-0.001430636,0.387574416,1.622289295,-0.007942007,0.004733897,-0.653513849,-0.480702798,-0.008729391,-0.007742653,0.007906613,-0.025310273,-0.63581128,0.018344479,-0.000853777,-0.745331505,0.793915463,-0.402699001,-0.753072326,0.342183758,-0.343715511,-0.377792068,0.683794278,-0.518564626,1.323292319,0.008955425,-0.013053703,-0.015100312,-0.001821244,-0.011107281,0.007516378
38,0,0,0,0,-0.025252116,0.012890142,0.512752672,1.586321251,-0.007942007,0.004733897,-0.327869918,-0.480702798,-0.016512004,0.0113331,0.010788364,-0.023288978,-0.531235496,0.023664349,0.008508892,-0.717375297,1.024149737,-0.402408116,-1.092865356,0.466900633,-0.343715511,-0.714609299,0.871825163,-0.170658132,1.253398872,0.011847836,-0.011133457,-0.007575873,-0.016844491,-0.011107281,0.007516378
39,0,0,0,1,-0.031981863,0.028510146,0.888287439,0.003727318,-0.007942007,0.004733897,0.649061876,-0.480702798,-0.004405717,-0.016089869,0.014113055,-0.019928266,-0.661955226,0.03028811,0.022875447,-0.674464201,1.310813979,-0.402224966,-1.384116525,0.61078721,-0.343715511,-0.190671384,0.871825163,0.532188006,1.468071602,0.020525069,-0.002391148,0.014997443,-0.028395142,-0.011107281,0.007516378
40,0,0,0,1,-0.035346737,0.03747805,0.430739332,0.543247977,-0.007942007,0.004733897,0.323417945,-0.480702798,-0.008729391,-0.007742653,0.01491753,-0.018949467,1.429560454,0.035660137,0.036733812,-0.68295211,1.543305452,-0.40001639,-1.52974211,0.645603394,-0.343715511,-0.377792068,0.965840605,-0.167375995,1.233429316,0.009952808,-0.012447683,0.007473004,-0.03013144,-0.011107281,0.007516378
41,0,0,0,1,-0.044319734,0.065166366,0.357358975,-1.25515422,-0.007942007,0.004733897,-0.165047952,-0.480702798,0.047478367,0.009124346,-0.01512807,-0.011704858,0.749817858,0.045674011,0.067842959,-0.656208461,1.976687614,-0.399547741,-1.918077002,-0.654715195,-0.343715511,2.054776824,1.435917816,-0.291628315,1.008771808,0.008257257,-0.013442761,-0.003813654,-0.022261172,-0.011107281,0.007516378
42,0,0,0,1,-0.047684608,0.076964699,0.219231244,-1.25515422,-0.007942007,0.004733897,0.649061876,-0.480702798,0.025859998,-0.029511885,-0.012916227,-0.015307441,0.828249696,0.048021013,0.076127623,-0.631957292,2.078261558,-0.400506586,-2.063702586,-0.558990682,-0.343715511,1.119173404,1.435917816,-0.527473283,0.89394686,0.005065631,-0.0148526,0.014997443,-0.028395142,-0.011107281,0.007516378
43,0,0,0,1,-0.049927858,0.085259107,-0.057024217,-1.25515422,-0.007942007,0.004733897,-0.653513849,-0.480702798,0.060449388,0.05159544,-0.027175408,0.016481817,1.06354521,0.050107237,0.083808481,-0.599555036,2.168549509,-0.400598161,-2.160786309,-1.176101914,-0.343715511,2.616138876,1.717964143,-0.733779021,0.259913449,-0.001317621,-0.015857103,-0.015100312,-0.001821244,-0.011107281,0.007516378
44,0,0,0,1,-0.049927858,0.085259107,0.227864228,-1.25515422,-0.007942007,0.004733897,-0.914028994,-0.480702798,0.067367265,0.080162092,0.031048341,0.014296141,0.253082884,0.050263703,0.084396562,-0.592549143,2.175321105,-0.398491934,-2.160786309,1.343715373,-0.343715511,2.91553197,1.811979585,0.096132697,-0.034637505,0.005265108,-0.014782211,-0.021119862,0.014219645,-0.011107281,0.007516378
45,0,0,0,0,-0.055535981,0.107496112,-1.615277676,-1.25515422,-0.007942007,0.004733897,-0.97915778,-0.480702798,0.069096735,0.087946733,-0.029302854,0.022962748,2.684469862,0.054592618,0.101331713,-0.574293402,2.362668602,-0.396816648,-2.403495616,-1.268173893,-0.343715511,2.990380244,2.376072238,-2.857790366,-1.502399889,-0.037323151,0.023804583,-0.02262475,0.018788519,-0.011107281,0.007516378
46,0,1,0,0,0.000545251,-0.01838206,0.003406665,1.442449075,0.019768514,-0.051258019,-0.97915778,-0.185758346,-0.017376738,0.013774117,0.023174455,-0.005173212,-1.210978092,-0.000275069,-0.018359098,-0.472303766,-0.011904495,1.599595961,0.023597458,1.002948019,0.855545089,-0.752033436,-0.162344702,0.824767053,-0.588792691,7.87E-05,-0.015844175,-0.02262475,0.018788519,-0.004292195,-0.011278973
47,0,0,0,0,0.000545251,-0.01838206,0.365991958,0.902928416,0.033623774,-0.061953524,-0.97915778,0.109186107,-0.017376738,0.013774117,0.032278412,0.017895976,-0.583523388,0.000976665,-0.017926733,-0.456675235,0.042268275,1.601443623,0.023597458,1.396950594,1.455175389,-0.752033436,-0.350375586,1.307241153,-0.174424399,0.008456734,-0.013334556,-0.02262475,0.018788519,0.002522891,-0.026380309
48,0,0,0,0,-0.005062872,-0.01544343,0.037938598,0.363407757,-0.007942007,0.004733897,-0.327869918,0.109186107,0.00424163,-0.027961962,-0.00049496,-0.026477112,-0.661955226,0.001758999,-0.017602012,-0.440238332,0.076126257,1.603140456,-0.21911185,-0.021420964,-0.343715511,0.183569984,-0.350375586,0.545316553,-0.174424399,0.000876622,-0.01578479,-0.007575873,-0.016844491,0.002522891,-0.026380309
49,0,0,1,0,-0.008427746,-0.012651006,0.266712652,0.003727318,-0.007942007,0.004733897,-0.002225987,-0.185758346,8.57E-03,-0.031486839,-0.003779867,-0.02501945,0.566810236,5.88E-03,-0.015200073,-0.416054528,0.254444959,1.607035091,-0.364737434,-0.163585735,-0.343715511,0.370690668,-0.632421913,0.507337542,0.674281741,0.006162753,-0.014436214,-5.14E-05,-0.026281223,-4.29E-03,-0.011278973
50,0,0,0,0,-0.009549371,-0.011548656,0.029305615,1.802129515,-0.007942007,0.004733897,-0.653513849,-0.480702798,-0.013053065,0.002212009,0.001424215,-0.026830808,0.488378398,0.007756893,-0.013719873,-0.389378242,0.335704114,1.609432204,-0.413279296,0.06163744,-0.343715511,-0.564912752,-0.444391028,0.277119094,0.289867784,0.000677145,-0.015803182,-0.015100312,-0.001821244,-0.011107281,0.007516378
51,1,0,0,1,-0.010670995,-0.010360537,0.258079669,1.442449075,-0.007942007,0.004733897,-0.490691883,-0.480702798,-0.008729391,-0.007742653,0.008230048,-0.025124664,0.043931316,0.009530183,-0.012100206,-0.365059709,0.412448872,1.610326408,-0.461821157,0.356181437,-0.343715511,-0.377792068,-0.632421913,0.476391682,0.938878361,0.005963276,-0.014517238,-0.011338092,-0.010031182,-0.011107281,0.007516378
52,1,0,0,0,-0.012914245,-0.007726985,-0.009542809,-0.535793341,0.095972444,0.032645433,-0.97915778,-0.480702798,-0.013053065,0.002212009,0.018383935,-0.013993834,-0.661955226,0.013024608,-0.008278157,-0.354752963,0.563681189,1.612330287,-0.55890488,0.795623046,4.15351174,-0.564912752,-0.444391028,0.296811915,0.46959379,-0.000220499,-0.015856695,-0.02262475,0.018788519,-0.011107281,0.007516378
53,1,0,0,0,-0.015157494,-0.004750352,-0.20378493,0.543247977,0.026696144,-0.058047476,-0.165047952,-0.480702798,-0.017376738,0.013774117,0.013318874,-0.020831245,-0.975682578,0.015893166,-0.00451561,-0.376107464,0.687827121,1.613795488,-0.655988603,0.576416472,1.155360239,-0.752033436,-0.350375586,-0.313196642,0.51951768,-0.004708723,-0.015406342,-0.003813654,-0.022261172,-0.011107281,0.007516378
54,1,0,0,0,-0.017400743,-0.001430636,-0.316013711,0.543247977,-0.007942007,0.004733897,0.323417945,-0.480702798,-0.008729391,-0.007742653,0.022079028,-0.007391983,-1.367841768,0.016258255,-0.003996313,-0.400964912,0.703627512,1.614813588,-0.753072326,0.955539921,-0.343715511,-0.377792068,-0.06832926,-0.278968644,0.010293996,-0.007301919,-0.014600759,0.007473004,-0.03013144,-0.011107281,0.007516378
55,0,0,0,1,-0.019643993,0.002232162,-0.139037557,0.183567538,-0.007942007,0.004733897,0.48623991,-0.480702798,-0.017376738,0.013774117,0.025697084,0.00039136,-0.975682578,0.01844879,-0.000688825,-0.431750423,0.79842986,1.615632377,-0.850156049,1.11212278,-0.343715511,-0.752033436,-0.162344702,-0.211450403,0.434647066,-0.003212649,-0.015689407,0.011235223,-0.029961605,-0.011107281,0.007516378
56,0,0,1,1,-0.018522368,0.000357878,-0.018175792,1.082768636,-0.007942007,0.004733897,-0.327869918,-0.480702798,-0.004405717,-0.016089869,0.016389375,-0.01699165,-0.740387064,0.020430702,0.002586843,-0.450073528,0.884203413,1.617302276,-0.801614187,0.709302161,-0.343715511,-0.190671384,-0.162344702,-0.139712271,0.669289352,-0.000419976,-0.015862087,-0.007575873,-0.016844491,-0.011107281,0.007516378
57,1,0,0,1,-0.023008866,0.008369638,0.072470531,1.010832548,-0.007942007,0.004733897,-0.002225987,-0.480702798,-1.13E-02,-0.001962749,-0.00243958,-0.025744135,-1.106402308,2.07E-02,0.003128646,-0.459976088,0.897746606,1.619295381,-0.995781633,-0.105580558,-0.343715511,-0.490064478,-0.256360144,-0.282719658,1.168528258,0.001674529,-0.01568759,-5.14E-05,-0.026281223,-1.11E-02,0.007516378
58,1,0,0,0,-0.025252116,0.012890142,0.046571581,-0.535793341,-0.007942007,0.004733897,0.714190662,-0.480702798,-0.017376738,0.013774117,0.010282087,-0.023704044,0.096219208,0.020847947,0.003310737,-0.442057169,0.902261003,1.620830611,-1.092865356,0.444989926,-0.343715511,-0.752033436,-0.06832926,-0.122832711,0.794099079,0.001076099,-0.015764035,0.01650233,-0.0273775,-0.011107281,0.007516378
59,0,0,0,1,-0.02861699,0.020314176,-0.169252998,-0.89547378,-0.007942007,0.004733897,1.625993669,-0.480702798,-0.017376738,0.013774117,-0.01097887,-0.018062194,0.226938938,0.026689374,0.014697205,-0.396720957,1.155067265,1.62855524,-1.238490941,-0.475145386,-0.343715511,-0.752033436,0.213717067,-0.203948376,0.239943893,-0.003910817,-0.015573855,0.037570758,0.010332846,-0.011107281,0.007516378
60,0,0,0,1,-0.029738614,0.022960395,-0.505939341,-0.355953121,-0.007942007,0.004733897,-0.816335815,-0.480702798,0.043154693,-0.001817792,0.039442192,0.041858824,0.305370776,0.036546782,0.039211143,-0.400964912,1.581677831,1.625576356,-1.287032802,1.706985895,-0.343715511,1.86765614,0.683794278,-0.06094099,-1.053084874,-0.011690405,-0.012327511,-0.018862531,0.007785323,-0.011107281,0.007516378
61,0,0,0,0,-0.027495365,0.017753727,-0.44982495,-0.176112902,-0.007942007,0.004733897,-0.327869918,-0.480702798,-0.017376738,0.013774117,0.033683193,0.022191636,0.226938938,0.029297154,0.020534974,-0.412618945,1.267927203,1.623637118,-1.189949079,1.457746942,-0.343715511,-0.752033436,0.495763394,-0.291628315,-0.538868801,-0.010393807,-0.013118214,-0.007575873,-0.016844491,-0.011107281,0.007516378
62,0,0,0,1,-0.023008866,0.008369638,-0.320330203,0.183567538,-0.007942007,0.004733897,-0.816335815,-0.480702798,-0.017376738,0.013774117,0.027319405,0.004305223,-0.949538632,0.020952258,0.003493574,-0.386953125,0.906775401,1.623006866,-0.995781633,1.182333853,-0.343715511,-0.752033436,0.401747952,0.164588692,-0.718594807,-0.007401658,-0.014561798,-0.018862531,0.007785323,-0.011107281,0.007516378
63,0,0,0,1,-0.023008866,0.008369638,-0.298747745,0.003727318,-0.007942007,0.004733897,-0.816335815,-0.480702798,0.034507346,-0.018879731,0.033278063,0.020932604,-1.367841768,0.021213036,0.003953926,-0.393487468,0.918061395,1.620900639,-0.995781633,1.440213662,-0.343715511,1.493414772,0.307732509,0.094726067,-0.638716582,-0.006902966,-0.014750693,-0.018862531,0.007785323,-0.011107281,0.007516378
64,0,0,0,1,-0.021887242,0.006238042,-0.406660034,0.363407757,-0.007942007,0.004733897,-0.653513849,-0.480702798,0.021536325,-0.032416793,-0.025027226,0.010395628,-1.524705444,0.020952258,0.003493574,-0.393015917,0.906775401,1.618632808,-0.947239772,-1.08313253,-0.343715511,0.93205272,0.213717067,-0.240520757,-0.414059074,-0.009396424,-0.013658497,-0.015100312,-0.001821244,-0.011107281,0.007516378
65,0,1,0,0,0.011761497,-0.017826528,1.837915586,1.802129515,0.005913253,-0.029028878,-0.97915778,-0.185758346,-0.017376738,0.013774117,0.007414773,-0.025572533,-1.786144904,-0.014148458,-0.015965462,-0.146664463,-0.612319366,-0.582638687,0.509016073,0.320897795,0.255914789,-0.752033436,0.213717067,0.859463927,0.264905838,0.042467498,0.03966978,-0.02262475,0.018788519,-0.004292195,-0.011278973
66,0,0,0,0,0.009518248,-0.018623799,1.898346468,-0.535793341,0.095972444,0.032645433,-0.97915778,-0.185758346,-0.017376738,0.013774117,0.017988023,-0.014620442,-1.210978092,-0.012844568,-0.016751663,-0.118573526,-0.555889397,-0.582832611,0.41193235,0.778488715,4.15351174,-0.752033436,-0.06832926,0.704265747,0.933885972,0.043863834,0.043314242,-0.02262475,0.018788519,-0.004292195,-0.011278973
67,0,0,0,0,0.009518248,-0.018623799,2.006258758,0.183567538,0.026696144,-0.058047476,-0.653513849,0.109186107,-0.017376738,0.013774117,0.019794878,-0.01163364,0.383802614,-0.01258379,-0.016894931,-0.088731116,-0.544603403,-0.583904579,0.41193235,0.856686094,1.155360239,-0.752033436,-0.06832926,1.250975952,0.744175188,0.046357292,0.050110264,-0.015100312,-0.001821244,0.002522891,-0.026380309
